,Admin,State,Lat,Longt,Population,Date,Deaths
751,Fountain,Indiana,40.12361933,-87.24217689,16346,2020-09-23,2
752,Franklin,Indiana,39.4142482,-85.06062647,22758,2020-09-23,25
753,Fulton,Indiana,41.0469907,-86.26252745,19974,2020-09-23,2
754,Gibson,Indiana,38.30393723,-87.58054938,33659,2020-09-23,4
755,Grant,Indiana,40.51587228,-85.65468702,65769,2020-09-23,33
756,Greene,Indiana,39.03630547,-86.96223202,31922,2020-09-23,35
757,Hamilton,Indiana,40.07306535,-86.05244729,338011,2020-09-23,109
758,Hancock,Indiana,39.82304555,-85.77566351,78168,2020-09-23,43
759,Harrison,Indiana,38.19467379,-86.10948271,40515,2020-09-23,24
760,Hendricks,Indiana,39.76719009,-86.51037283,170311,2020-09-23,122
761,Henry,Indiana,39.93029017,-85.39625719,47972,2020-09-23,25
762,Howard,Indiana,40.48527731,-86.11351892,82544,2020-09-23,63
763,Huntington,Indiana,40.82907273,-85.48822092,36520,2020-09-23,3
764,Jackson,Indiana,38.90915820000001,-86.03851889,44231,2020-09-23,9
765,Jasper,Indiana,41.02078733,-87.11553319,33562,2020-09-23,2
766,Jay,Indiana,40.43781032,-85.00576229,20436,2020-09-23,0
767,Jefferson,Indiana,38.78576239,-85.43633383,32308,2020-09-23,3
768,Jennings,Indiana,38.99588883,-85.62710784,27735,2020-09-23,12
769,Johnson,Indiana,39.48994426,-86.10149107,158167,2020-09-23,123
770,Knox,Indiana,38.68861576,-87.4194665,36594,2020-09-23,9
771,Kosciusko,Indiana,41.24521668,-85.86312322,79456,2020-09-23,17
772,LaGrange,Indiana,41.64232188,-85.42674232,39614,2020-09-23,11
773,LaPorte,Indiana,41.54366008,-86.74072188,109888,2020-09-23,39
774,Lake,Indiana,41.41874274,-87.38277575,485493,2020-09-23,319
775,Lawrence,Indiana,38.84112637,-86.48361629,45370,2020-09-23,28
776,Madison,Indiana,40.16143691,-85.71964711,129569,2020-09-23,75
777,Marion,Indiana,39.78163624,-86.13826325,964582,2020-09-23,761
778,Marshall,Indiana,41.32467367,-86.26185087,46258,2020-09-23,24
779,Martin,Indiana,38.7099921,-86.80373186,10255,2020-09-23,0
780,Miami,Indiana,40.76940965,-86.04525048,35516,2020-09-23,3
781,Monroe,Indiana,39.16130004,-86.52414358,148431,2020-09-23,36
782,Montgomery,Indiana,40.04034823,-86.89335024,38338,2020-09-23,21
783,Morgan,Indiana,39.47899078,-86.44573375,70489,2020-09-23,38
784,Newton,Indiana,40.95610449,-87.39635768,13984,2020-09-23,11
785,Noble,Indiana,41.39672484,-85.41966713,47744,2020-09-23,32
786,Ohio,Indiana,38.955304999999996,-84.96515993,5875,2020-09-23,7
787,Orange,Indiana,38.541189200000005,-86.49523093,19646,2020-09-23,24
788,Out of IN,Indiana,0.0,0.0,0,2020-09-23,0
789,Owen,Indiana,39.31145587,-86.83900724,20799,2020-09-23,1
790,Parke,Indiana,39.77202286,-87.20375833,16937,2020-09-23,1
791,Perry,Indiana,38.07809328,-86.63741946,19169,2020-09-23,13
792,Pike,Indiana,38.40112197,-87.23574907,12389,2020-09-23,1
793,Porter,Indiana,41.45986947,-87.06848888,170389,2020-09-23,46
794,Posey,Indiana,38.02097333,-87.86480429,25427,2020-09-23,0
795,Pulaski,Indiana,41.04166107,-86.69890683,12353,2020-09-23,1
796,Putnam,Indiana,39.66437981,-86.84517605,37576,2020-09-23,10
797,Randolph,Indiana,40.15734772,-85.01139319,24665,2020-09-23,7
798,Ripley,Indiana,39.10235626,-85.26212744,28324,2020-09-23,8
799,Rush,Indiana,39.62002287,-85.4655599,16581,2020-09-23,4
800,Scott,Indiana,38.68672078,-85.74627859,23873,2020-09-23,10
801,Shelby,Indiana,39.52305623,-85.79158570000001,44729,2020-09-23,29
802,Spencer,Indiana,38.01519732,-87.0079644,20277,2020-09-23,3
803,St. Joseph,Indiana,41.61756781,-86.29040834,271826,2020-09-23,103
804,Starke,Indiana,41.27890281,-86.64686895,22995,2020-09-23,7
805,Steuben,Indiana,41.64423868,-85.00101094,34594,2020-09-23,7
806,Sullivan,Indiana,39.08952258,-87.41414469,20669,2020-09-23,12
807,Switzerland,Indiana,38.82767338,-85.03022429,10751,2020-09-23,0
808,Tippecanoe,Indiana,40.38872739,-86.89413959,195732,2020-09-23,13
809,Tipton,Indiana,40.31123252,-86.05234925,15148,2020-09-23,22
810,Unassigned,Indiana,0.0,0.0,0,2020-09-23,225
811,Union,Indiana,39.62550777,-84.92497066,7054,2020-09-23,0
812,Vanderburgh,Indiana,38.02658833,-87.58763124,181451,2020-09-23,30
813,Vermillion,Indiana,39.8523352,-87.46160542,15498,2020-09-23,0
814,Vigo,Indiana,39.42944561,-87.39169027,107038,2020-09-23,24
815,Wabash,Indiana,40.84704239,-85.79328272,30996,2020-09-23,8
816,Warren,Indiana,40.34728141,-87.35602659,8265,2020-09-23,1
817,Warrick,Indiana,38.08922676,-87.2716085,62998,2020-09-23,36
818,Washington,Indiana,38.60219804,-86.1049363,28036,2020-09-23,1
819,Wayne,Indiana,39.863344399999995,-85.01044989,65884,2020-09-23,14
820,Wells,Indiana,40.72934187,-85.22132966,28296,2020-09-23,3
821,White,Indiana,40.74911165,-86.86492015,24102,2020-09-23,14
822,Whitley,Indiana,41.13863784,-85.50791236,33964,2020-09-23,6
823,Adair,Iowa,41.33075609,-94.47105874,7152,2020-09-23,1
824,Adams,Iowa,41.02903567,-94.69932645,3602,2020-09-23,0
825,Allamakee,Iowa,43.28383218,-91.37860922,13687,2020-09-23,6
826,Appanoose,Iowa,40.74324454,-92.86865906,12426,2020-09-23,3
827,Audubon,Iowa,41.6844628,-94.90581859,5496,2020-09-23,1
828,Benton,Iowa,42.08011739,-92.06463573,25645,2020-09-23,1
829,Black Hawk,Iowa,42.4704581,-92.30524729,131228,2020-09-23,88
830,Boone,Iowa,42.03657094,-93.9313999,26234,2020-09-23,8
831,Bremer,Iowa,42.77461496,-92.31795937,25062,2020-09-23,7
832,Buchanan,Iowa,42.4709188,-91.83510825,21175,2020-09-23,1
833,Buena Vista,Iowa,42.73545875,-95.15100162,19620,2020-09-23,12
834,Butler,Iowa,42.73172833,-92.79015971,14439,2020-09-23,2
835,Calhoun,Iowa,42.38521079,-94.64046046,9668,2020-09-23,2
836,Carroll,Iowa,42.03617207,-94.86032705,20165,2020-09-23,5
837,Cass,Iowa,41.33149454,-94.92792482,12836,2020-09-23,2
838,Cedar,Iowa,41.77233777,-91.13246684,18627,2020-09-23,1
839,Cerro Gordo,Iowa,43.08177563,-93.2612239,42450,2020-09-23,21
840,Cherokee,Iowa,42.73538914,-95.62389402,11235,2020-09-23,2
841,Chickasaw,Iowa,43.06001295,-92.31773347,11933,2020-09-23,0
842,Clarke,Iowa,41.02868181,-93.78499767,9395,2020-09-23,3
843,Clay,Iowa,43.08247182,-95.15096481,16016,2020-09-23,4
844,Clayton,Iowa,42.84443388,-91.34133693,17549,2020-09-23,3
845,Clinton,Iowa,41.89981633,-90.53275096,46429,2020-09-23,20
846,Crawford,Iowa,42.03718237,-95.3819718,16820,2020-09-23,5
847,Dallas,Iowa,41.68560356,-94.04127625,93453,2020-09-23,38
848,Davis,Iowa,40.74773536,-92.41005468,9000,2020-09-23,4
849,Decatur,Iowa,40.73742757,-93.78645949,7870,2020-09-23,0
850,Delaware,Iowa,42.47104597,-91.3664492,17011,2020-09-23,3
851,Des Moines,Iowa,40.92012606,-91.18326592,38967,2020-09-23,7
852,Dickinson,Iowa,43.37787725,-95.1510206,17258,2020-09-23,6
853,Dubuque,Iowa,42.46815349,-90.88181925,97311,2020-09-23,41
854,Emmet,Iowa,43.37782951,-94.67858943,9208,2020-09-23,10
855,Fayette,Iowa,42.86271799,-91.84412309999999,19650,2020-09-23,2
856,Floyd,Iowa,43.06000529999999,-92.78940097,15642,2020-09-23,3
857,Franklin,Iowa,42.73270384,-93.26256925,10070,2020-09-23,18
858,Fremont,Iowa,40.74542720000001,-95.60129045,6960,2020-09-23,0
859,Greene,Iowa,42.03614551,-94.39658081,8888,2020-09-23,0
860,Grundy,Iowa,42.40183723,-92.78829551,12232,2020-09-23,3
861,Guthrie,Iowa,41.68378965,-94.50111014,10689,2020-09-23,6
862,Hamilton,Iowa,42.38382428,-93.70197703,14773,2020-09-23,3
863,Hancock,Iowa,43.08178477,-93.73454884,10630,2020-09-23,2
864,Hardin,Iowa,42.38353877,-93.23654611,16846,2020-09-23,1
865,Harrison,Iowa,41.68330137,-95.81558439,14049,2020-09-23,2
866,Henry,Iowa,40.98767962,-91.54436349,19954,2020-09-23,4
867,Howard,Iowa,43.35671042,-92.31702714,9158,2020-09-23,6
868,Humboldt,Iowa,42.7764426,-94.20722537,9558,2020-09-23,3
869,Ida,Iowa,42.38696136,-95.51355387,6860,2020-09-23,0
870,Iowa,Iowa,41.68630265,-92.0643373,16184,2020-09-23,1
871,Jackson,Iowa,42.17178824,-90.57354837,19439,2020-09-23,3
872,Jasper,Iowa,41.68576082,-93.05567785,37185,2020-09-23,32
873,Jefferson,Iowa,41.03192394,-91.94849466,18295,2020-09-23,1
874,Johnson,Iowa,41.67169354,-91.58754744,151140,2020-09-23,27
875,Jones,Iowa,42.12118609,-91.13139641,20681,2020-09-23,3
876,Keokuk,Iowa,41.33649833,-92.1785067,10246,2020-09-23,1
877,Kossuth,Iowa,43.20405458,-94.20691791,14813,2020-09-23,0
878,Lee,Iowa,40.64181461,-91.48183025,33657,2020-09-23,7
879,Linn,Iowa,42.07923082,-91.59809485,226706,2020-09-23,109
880,Louisa,Iowa,41.21842119,-91.26102611,11035,2020-09-23,15
881,Lucas,Iowa,41.02958964,-93.32780803,8600,2020-09-23,6
882,Lyon,Iowa,43.38107862,-96.20926845,11755,2020-09-23,4
883,Madison,Iowa,41.33081904,-94.01554631,16338,2020-09-23,2
884,Mahaska,Iowa,41.33521503,-92.64083907,22095,2020-09-23,19
885,Marion,Iowa,41.33445101,-93.09934783,33253,2020-09-23,5
886,Marshall,Iowa,42.03586837,-92.99908190000001,39369,2020-09-23,34
887,Mills,Iowa,41.03299766,-95.61920963,15109,2020-09-23,1
888,Mitchell,Iowa,43.35638371,-92.78887719,10586,2020-09-23,0
889,Monona,Iowa,42.05220391,-95.95743843,8615,2020-09-23,1
890,Monroe,Iowa,41.02988815,-92.8690667,7707,2020-09-23,10
891,Montgomery,Iowa,41.03018714,-95.15642896,9917,2020-09-23,5
892,Muscatine,Iowa,41.48370744,-91.11216970000001,42664,2020-09-23,54
893,O'Brien,Iowa,43.08310673,-95.62474482,13753,2020-09-23,9
894,Osceola,Iowa,43.37824276,-95.62422844,5958,2020-09-23,0
895,Out of IA,Iowa,0.0,0.0,0,2020-09-23,0
896,Page,Iowa,40.7393172,-95.1497813,15107,2020-09-23,0
897,Palo Alto,Iowa,43.08193849,-94.67824621,8886,2020-09-23,0
898,Plymouth,Iowa,42.737633,-96.21366621,25177,2020-09-23,20
899,Pocahontas,Iowa,42.73420133,-94.67862564,6619,2020-09-23,2
900,Polk,Iowa,41.68679484,-93.57767461,490161,2020-09-23,261
901,Pottawattamie,Iowa,41.33640314,-95.53907776,93206,2020-09-23,38
902,Poweshiek,Iowa,41.68625425,-92.53155731,18504,2020-09-23,8
903,Ringgold,Iowa,40.73518949,-94.24368535,4894,2020-09-23,2
904,Sac,Iowa,42.38624071,-95.10547892,9721,2020-09-23,0
905,Scott,Iowa,41.63935978,-90.61959493,172943,2020-09-23,28
906,Shelby,Iowa,41.6850066,-95.31015553,11454,2020-09-23,1
907,Sioux,Iowa,43.08221074,-96.17675679999999,34855,2020-09-23,3
908,Story,Iowa,42.03621213,-93.46499005,97117,2020-09-23,17
909,Tama,Iowa,42.07991767,-92.53266945,16854,2020-09-23,31
910,Taylor,Iowa,40.73710579,-94.69778563,6121,2020-09-23,1
911,Unassigned,Iowa,0.0,0.0,0,2020-09-23,0
912,Union,Iowa,41.0277278,-94.24234847,12241,2020-09-23,3
913,Van Buren,Iowa,40.75326764,-91.95017958,7044,2020-09-23,1
914,Wapello,Iowa,41.03064984,-92.40954728,34969,2020-09-23,57
915,Warren,Iowa,41.33559454,-93.56007641,51466,2020-09-23,6
916,Washington,Iowa,41.33577126,-91.71725711,21965,2020-09-23,11
917,Wayne,Iowa,40.73969028,-93.32752197,6441,2020-09-23,2
918,Webster,Iowa,42.42853483,-94.17987389,35904,2020-09-23,14
919,Winnebago,Iowa,43.37751174,-93.73407298,10354,2020-09-23,13
920,Winneshiek,Iowa,43.29094334,-91.84422722,19991,2020-09-23,6
921,Woodbury,Iowa,42.38979414,-96.0459439,103107,2020-09-23,63
922,Worth,Iowa,43.37750768,-93.26087602,7381,2020-09-23,0
923,Wright,Iowa,42.73305373,-93.73515113,12562,2020-09-23,1
924,Allen,Kansas,37.88582951,-95.30030847,12369,2020-09-23,0
925,Anderson,Kansas,38.21413251,-95.29272815,7858,2020-09-23,0
926,Atchison,Kansas,39.53185661,-95.30870026,16073,2020-09-23,2
927,Barber,Kansas,37.2288586,-98.68460053,4427,2020-09-23,0
928,Barton,Kansas,38.47889676,-98.75636726,25779,2020-09-23,5
929,Bourbon,Kansas,37.85508555,-94.84865997,14534,2020-09-23,2
930,Brown,Kansas,39.82652589,-95.56421698,9564,2020-09-23,3
931,Butler,Kansas,37.78134351,-96.83878537,66911,2020-09-23,3
932,Chase,Kansas,38.30292938,-96.59563862,2648,2020-09-23,1
933,Chautauqua,Kansas,37.14994405,-96.2454192,3250,2020-09-23,0
934,Cherokee,Kansas,37.16928494,-94.8462897,19939,2020-09-23,7
935,Cheyenne,Kansas,39.78580976,-101.7318201,2657,2020-09-23,0
936,Clark,Kansas,37.23577007,-99.81883015,1994,2020-09-23,1
937,Clay,Kansas,39.34948772,-97.16518128,8002,2020-09-23,2
938,Cloud,Kansas,39.48028352,-97.64925343,8786,2020-09-23,0
939,Coffey,Kansas,38.2365018,-95.73379515,8179,2020-09-23,8
940,Comanche,Kansas,37.19114520000001,-99.27113247,1700,2020-09-23,0
941,Cowley,Kansas,37.23781842,-96.83776647,34908,2020-09-23,4
942,Crawford,Kansas,37.50675523,-94.85245778,38818,2020-09-23,6
943,Decatur,Kansas,39.78468441,-100.45940809999999,2827,2020-09-23,0
944,Dickinson,Kansas,38.86600962,-97.15532383,18466,2020-09-23,1
945,Doniphan,Kansas,39.79067154,-95.14056866,7600,2020-09-23,0
946,Douglas,Kansas,38.88503636,-95.2925121,122259,2020-09-23,10
947,Edwards,Kansas,37.88735543,-99.31263309,2798,2020-09-23,0
948,Elk,Kansas,37.45338105,-96.24369667,2530,2020-09-23,0
949,Ellis,Kansas,38.91458712,-99.31751551,28553,2020-09-23,3
950,Ellsworth,Kansas,38.69677695,-98.20462799,6102,2020-09-23,0
951,Finney,Kansas,38.04340344,-100.73819379999999,36467,2020-09-23,12
952,Ford,Kansas,37.69200114,-99.88825298,33619,2020-09-23,10
953,Franklin,Kansas,38.56443815,-95.28644341,25544,2020-09-23,3
954,Geary,Kansas,38.99871131,-96.7577178,31670,2020-09-23,2
955,Gove,Kansas,38.91588178,-100.4829321,2636,2020-09-23,0
956,Graham,Kansas,39.34987223,-99.88332493,2482,2020-09-23,1
957,Grant,Kansas,37.56227336,-101.3079758,7150,2020-09-23,5
958,Gray,Kansas,37.73836671,-100.4369088,5988,2020-09-23,0
959,Greeley,Kansas,38.4808095,-101.8061079,1232,2020-09-23,0
960,Greenwood,Kansas,37.8774388,-96.23250453,5982,2020-09-23,0
961,Hamilton,Kansas,37.99978709,-101.7921066,2539,2020-09-23,0
962,Harper,Kansas,37.19175361,-98.07578384,5436,2020-09-23,2
963,Harvey,Kansas,38.04293782,-97.42747573,34429,2020-09-23,4
964,Haskell,Kansas,37.562039399999996,-100.8710738,3968,2020-09-23,1
965,Hodgeman,Kansas,38.08780079,-99.89829881,1794,2020-09-23,0
966,Jackson,Kansas,39.41673394,-95.79356799,13171,2020-09-23,2
967,Jefferson,Kansas,39.2347941,-95.38289232,19043,2020-09-23,4
968,Jewell,Kansas,39.78470589,-98.21820662,2879,2020-09-23,1
969,Johnson,Kansas,38.88548175,-94.82250877,602401,2020-09-23,145
970,Kearny,Kansas,38.00017981,-101.32168100000001,3838,2020-09-23,1
971,Kingman,Kansas,37.55909527,-98.13638678,7152,2020-09-23,1
972,Kiowa,Kansas,37.55848695,-99.2856537,2475,2020-09-23,0
973,Labette,Kansas,37.19113093,-95.29849679,19618,2020-09-23,4
974,Lane,Kansas,38.48119447,-100.46607540000001,1535,2020-09-23,0
975,Leavenworth,Kansas,39.20183497,-95.03620809,81758,2020-09-23,11
976,Lincoln,Kansas,39.04549684,-98.20756994,2962,2020-09-23,0
977,Linn,Kansas,38.21267844,-94.84254089,9703,2020-09-23,0
978,Logan,Kansas,38.91735806,-101.148475,2794,2020-09-23,0
979,Lyon,Kansas,38.45576156,-96.15275715,33195,2020-09-23,33
980,Marion,Kansas,38.35855394,-97.09852509999999,11884,2020-09-23,1
981,Marshall,Kansas,39.78359669,-96.52278974,9707,2020-09-23,0
982,McPherson,Kansas,38.39184858,-97.64769869,28542,2020-09-23,1
983,Meade,Kansas,37.23859987,-100.36483100000001,4033,2020-09-23,1
984,Miami,Kansas,38.56383358,-94.83832189,34237,2020-09-23,1
985,Mitchell,Kansas,39.39331582,-98.20906732,5979,2020-09-23,0
986,Montgomery,Kansas,37.19236568,-95.74329258,31829,2020-09-23,6
987,Morris,Kansas,38.68827511,-96.65128437,5620,2020-09-23,0
988,Morton,Kansas,37.19141121,-101.79925190000002,2587,2020-09-23,2
989,Nemaha,Kansas,39.78345387,-96.01392079,10231,2020-09-23,1
990,Neosho,Kansas,37.55862897,-95.30670046,16007,2020-09-23,0
991,Ness,Kansas,38.47974157,-99.91547333,2750,2020-09-23,6
992,Norton,Kansas,39.78443827,-99.90286639,5361,2020-09-23,0
993,Osage,Kansas,38.65235984,-95.72707998,15949,2020-09-23,0
994,Osborne,Kansas,39.3503437,-98.76753828,3421,2020-09-23,0
995,Ottawa,Kansas,39.13237408,-97.65020313,5704,2020-09-23,0
996,Out of KS,Kansas,0.0,0.0,0,2020-09-23,0
997,Pawnee,Kansas,38.18108732,-99.23692334,6414,2020-09-23,1
998,Phillips,Kansas,39.78465501,-99.34668865,5234,2020-09-23,8
999,Pottawatomie,Kansas,39.37925655,-96.34564657,24383,2020-09-23,0
1000,Pratt,Kansas,37.64780729,-98.73922153,9164,2020-09-23,0
1001,Rawlins,Kansas,39.78525843,-101.07616170000001,2530,2020-09-23,0
1002,Reno,Kansas,37.95230263,-98.08607292,61998,2020-09-23,3
1003,Republic,Kansas,39.82799632,-97.65036709,4636,2020-09-23,1
1004,Rice,Kansas,38.34616184,-98.19992118,9537,2020-09-23,1
1005,Riley,Kansas,39.28935726,-96.73420026,74232,2020-09-23,8
1006,Rooks,Kansas,39.35022773,-99.32484567,4920,2020-09-23,0
1007,Rush,Kansas,38.52275276,-99.30863983,3036,2020-09-23,0
1008,Russell,Kansas,38.91462787,-98.76254297,6856,2020-09-23,0
1009,Saline,Kansas,38.78369175,-97.65185177,54224,2020-09-23,11
1010,Scott,Kansas,38.48222076,-100.90665390000001,4823,2020-09-23,1
1011,Sedgwick,Kansas,37.6842718,-97.4608198,516042,2020-09-23,85
1012,Seward,Kansas,37.19324632,-100.85072009999999,21428,2020-09-23,5
1013,Shawnee,Kansas,39.04100763,-95.75572640000001,176875,2020-09-23,30
1014,Sheridan,Kansas,39.35018161,-100.44182590000001,2521,2020-09-23,0
1015,Sherman,Kansas,39.35147699,-101.71976240000001,5917,2020-09-23,0
1016,Smith,Kansas,39.78516566,-98.78566062,3583,2020-09-23,0
1017,Stafford,Kansas,38.03100851,-98.71762001,4156,2020-09-23,1
1018,Stanton,Kansas,37.56304714,-101.78435340000001,2006,2020-09-23,2
1019,Stevens,Kansas,37.1923008,-101.3118967,5485,2020-09-23,1
1020,Sumner,Kansas,37.23682549,-97.47721621,22836,2020-09-23,3
1021,Thomas,Kansas,39.35107575,-101.0553705,7777,2020-09-23,0
1022,Trego,Kansas,38.91467218,-99.87284448,2803,2020-09-23,3
1023,Unassigned,Kansas,0.0,0.0,0,2020-09-23,1
1024,Wabaunsee,Kansas,38.95471985,-96.20350509,6931,2020-09-23,1
1025,Wallace,Kansas,38.91686134,-101.76388759999999,1518,2020-09-23,0
1026,Washington,Kansas,39.78420784,-97.08753229999999,5406,2020-09-23,0
1027,Wichita,Kansas,38.48178252,-101.3471509,2119,2020-09-23,0
1028,Wilson,Kansas,37.55937174,-95.74323255,8525,2020-09-23,2
1029,Woodson,Kansas,37.8865336,-95.74006277,3138,2020-09-23,0
1030,Wyandotte,Kansas,39.11727348,-94.76378225,165429,2020-09-23,134
1031,Adair,Kentucky,37.10459774,-85.28129668,19202,2020-09-23,19
1032,Allen,Kentucky,36.75197631,-86.19457544,21315,2020-09-23,9
1033,Anderson,Kentucky,38.00671029,-84.99171713,22747,2020-09-23,1
1034,Ballard,Kentucky,37.05842757,-88.99427697,7888,2020-09-23,1
1035,Barren,Kentucky,36.96469836,-85.93338945,44249,2020-09-23,13
1036,Bath,Kentucky,38.14735938,-83.74588932,12500,2020-09-23,1
1037,Bell,Kentucky,36.73355174,-83.67766671,26032,2020-09-23,12
1038,Boone,Kentucky,38.97065142,-84.72615357,133581,2020-09-23,25
1039,Bourbon,Kentucky,38.2054607,-84.21827874,19788,2020-09-23,1
1040,Boyd,Kentucky,38.36176608,-82.68652187,46718,2020-09-23,6
1041,Boyle,Kentucky,37.62680923,-84.8633779,30060,2020-09-23,0
1042,Bracken,Kentucky,38.69158994,-84.08532444,8303,2020-09-23,0
1043,Breathitt,Kentucky,37.52333168,-83.31959161,12630,2020-09-23,0
1044,Breckinridge,Kentucky,37.77377239,-86.42885017,20477,2020-09-23,2
1045,Bullitt,Kentucky,37.97162523,-85.68955617,81676,2020-09-23,9
1046,Butler,Kentucky,37.20946153,-86.68748787,12879,2020-09-23,16
1047,Caldwell,Kentucky,37.14749129,-87.86948214,12747,2020-09-23,0
1048,Calloway,Kentucky,36.62093411,-88.2731593,39001,2020-09-23,8
1049,Campbell,Kentucky,38.94384345,-84.37875208,93584,2020-09-23,16
1050,Carlisle,Kentucky,36.85372876,-88.96692220000001,4760,2020-09-23,1
1051,Carroll,Kentucky,38.66599534,-85.12601074,10631,2020-09-23,5
1052,Carter,Kentucky,38.31690743,-83.05092385,26797,2020-09-23,3
1053,Casey,Kentucky,37.32533118,-84.92726209,16159,2020-09-23,15
1054,Christian,Kentucky,36.89267803,-87.49055367,70461,2020-09-23,19
1055,Clark,Kentucky,37.9689263,-84.14615986,36263,2020-09-23,8
1056,Clay,Kentucky,37.16451126,-83.712575,19901,2020-09-23,6
1057,Clinton,Kentucky,36.72581156,-85.13377529,10218,2020-09-23,2
1058,Crittenden,Kentucky,37.35839237,-88.08826090000001,8806,2020-09-23,1
1059,Cumberland,Kentucky,36.78926125,-85.39050034,6614,2020-09-23,0
1060,Daviess,Kentucky,37.73028906,-87.09019479999999,101511,2020-09-23,14
1061,Edmonson,Kentucky,37.21218923,-86.23955613,12150,2020-09-23,12
1062,Elliott,Kentucky,38.11624059,-83.09771563,7517,2020-09-23,0
1063,Estill,Kentucky,37.69241417,-83.95956369,14106,2020-09-23,0
1064,Fayette,Kentucky,38.0368225,-84.45576892,323152,2020-09-23,70
1065,Fleming,Kentucky,38.36758311,-83.69657514,14581,2020-09-23,0
1066,Floyd,Kentucky,37.56213922,-82.74750924,35589,2020-09-23,2
1067,Franklin,Kentucky,38.2379395,-84.87962551,50991,2020-09-23,12
1068,Fulton,Kentucky,36.55238827,-89.20140068,5969,2020-09-23,2
1069,Gallatin,Kentucky,38.75398691,-84.8558382,8869,2020-09-23,8
1070,Garrard,Kentucky,37.638866799999995,-84.53289319,17666,2020-09-23,3
1071,Grant,Kentucky,38.64962758,-84.62415957,25069,2020-09-23,6
1072,Graves,Kentucky,36.72292505,-88.65143315,37266,2020-09-23,29
1073,Grayson,Kentucky,37.46231118,-86.34248968,26427,2020-09-23,13
1074,Green,Kentucky,37.26484328,-85.5540745,10941,2020-09-23,8
1075,Greenup,Kentucky,38.54332505,-82.9215658,35098,2020-09-23,4
1076,Hancock,Kentucky,37.83766422,-86.78280584,8722,2020-09-23,0
1077,Hardin,Kentucky,37.6976111,-85.96319251,110958,2020-09-23,11
1078,Harlan,Kentucky,36.85699301,-83.21899516,26010,2020-09-23,10
1079,Harrison,Kentucky,38.44188174,-84.32869741,18886,2020-09-23,0
1080,Hart,Kentucky,37.29943898,-85.88461055,19035,2020-09-23,1
1081,Henderson,Kentucky,37.79344553,-87.57392021,45210,2020-09-23,3
1082,Henry,Kentucky,38.44942688,-85.11587507,16126,2020-09-23,2
1083,Hickman,Kentucky,36.67948079999999,-88.97875928,4380,2020-09-23,0
1084,Hopkins,Kentucky,37.30939025,-87.54670406,44686,2020-09-23,39
1085,Jackson,Kentucky,37.41866422,-83.99825483,13329,2020-09-23,17
1086,Jefferson,Kentucky,38.18664655,-85.65931031,766757,2020-09-23,300
1087,Jessamine,Kentucky,37.87119786,-84.58252003,54115,2020-09-23,0
1088,Johnson,Kentucky,37.85106355,-82.8264322,22188,2020-09-23,1
1089,Kenton,Kentucky,38.93950319,-84.53241199,166998,2020-09-23,45
1090,Knott,Kentucky,37.35388197,-82.94981134,14806,2020-09-23,1
1091,Knox,Kentucky,36.89225732,-83.85403396,31145,2020-09-23,9
1092,Larue,Kentucky,37.54567114,-85.70138352,14398,2020-09-23,1
1093,Laurel,Kentucky,37.10975748,-84.11321779,60813,2020-09-23,6
1094,Lawrence,Kentucky,38.07136018,-82.72882223,15317,2020-09-23,0
1095,Lee,Kentucky,37.59645942,-83.71513901,7403,2020-09-23,0
1096,Leslie,Kentucky,37.09246661,-83.37999606,9877,2020-09-23,0
1097,Letcher,Kentucky,37.12306748,-82.85346474,21553,2020-09-23,2
1098,Lewis,Kentucky,38.53184419,-83.37735618,13275,2020-09-23,14
1099,Lincoln,Kentucky,37.45475628,-84.6565327,24549,2020-09-23,13
1100,Livingston,Kentucky,37.21137452,-88.34797529,9194,2020-09-23,1
1101,Logan,Kentucky,36.85949479,-86.877635,27102,2020-09-23,27
1102,Lyon,Kentucky,37.02080035,-88.07886257,8210,2020-09-23,4
1103,Madison,Kentucky,37.71659336,-84.27220275,92987,2020-09-23,6
1104,Magoffin,Kentucky,37.70820545,-83.0657714,12161,2020-09-23,0
1105,Marion,Kentucky,37.55218078,-85.26898542,19273,2020-09-23,8
1106,Marshall,Kentucky,36.880070700000005,-88.32803576,31100,2020-09-23,3
1107,Martin,Kentucky,37.79990579,-82.51247478,11195,2020-09-23,3
1108,Mason,Kentucky,38.59471935,-83.82151043,17070,2020-09-23,2
1109,McCracken,Kentucky,37.05350953,-88.70445755,65418,2020-09-23,9
1110,McCreary,Kentucky,36.73874143,-84.48102924,17231,2020-09-23,0
1111,McLean,Kentucky,37.5301951,-87.26803443,9207,2020-09-23,1
1112,Meade,Kentucky,37.96163597,-86.21028219,28572,2020-09-23,3
1113,Menifee,Kentucky,37.94090733,-83.59985712,6489,2020-09-23,0
1114,Mercer,Kentucky,37.81474237,-84.87488475,21933,2020-09-23,2
1115,Metcalfe,Kentucky,36.99459295,-85.63123699,10071,2020-09-23,2
1116,Monroe,Kentucky,36.71225341,-85.71596443,10650,2020-09-23,4
1117,Montgomery,Kentucky,38.03253032,-83.9145241,28157,2020-09-23,3
1118,Morgan,Kentucky,37.92465657,-83.25558245,13309,2020-09-23,0
1119,Muhlenberg,Kentucky,37.21425819,-87.14632053,30622,2020-09-23,12
1120,Nelson,Kentucky,37.80335779,-85.4657193,46233,2020-09-23,4
1121,Nicholas,Kentucky,38.33342292,-84.01889177,7269,2020-09-23,1
