,index,Confirmed,Deaths,clusters,cluster
1035,1035,711,13,0,pink
1036,1036,87,1,0,pink
1037,1037,482,12,0,pink
1038,1038,1540,25,0,pink
1039,1039,178,1,0,pink
1040,1040,412,6,0,pink
1041,1041,266,0,0,pink
1042,1042,40,0,0,pink
1043,1043,84,0,0,pink
1044,1044,126,2,0,pink
1045,1045,844,9,0,pink
1046,1046,337,16,0,pink
1047,1047,147,0,0,pink
1048,1048,552,8,0,pink
1049,1049,851,16,0,pink
1050,1050,77,1,0,pink
1051,1051,196,5,0,pink
1052,1052,165,3,0,pink
1053,1053,269,15,0,pink
1054,1054,1195,19,0,pink
1055,1055,305,8,0,pink
1056,1056,305,6,0,pink
1057,1057,111,2,0,pink
1058,1058,121,1,0,pink
1059,1059,100,0,0,pink
1060,1060,1320,14,0,pink
1061,1061,131,12,0,pink
1062,1062,38,0,0,pink
1063,1063,142,0,0,pink
1064,1064,5729,70,0,pink
1065,1065,82,0,0,pink
1066,1066,176,2,0,pink
1067,1067,606,12,0,pink
1068,1068,142,2,0,pink
1069,1069,98,8,0,pink
1070,1070,152,3,0,pink
1071,1071,158,6,0,pink
1072,1072,727,29,0,pink
1073,1073,382,13,0,pink
1074,1074,259,8,0,pink
1075,1075,378,4,0,pink
1076,1076,79,0,0,pink
1077,1077,1254,11,0,pink
1078,1078,367,10,0,pink
1079,1079,171,0,0,pink
1080,1080,169,1,0,pink
1081,1081,686,3,0,pink
1082,1082,187,2,0,pink
1083,1083,75,0,0,pink
1084,1084,612,39,0,pink
1085,1085,354,17,0,pink
1086,1086,14882,300,2,dark purple
1087,1087,581,0,0,pink
1088,1088,147,1,0,pink
1089,1089,1978,45,0,pink
1090,1090,177,1,0,pink
1091,1091,465,9,0,pink
1092,1092,112,1,0,pink
1093,1093,802,6,0,pink
1094,1094,55,0,0,pink
1095,1095,18,0,0,pink
1096,1096,66,0,0,pink
1097,1097,125,2,0,pink
1098,1098,222,14,0,pink
1099,1099,183,13,0,pink
1100,1100,84,1,0,pink
1101,1101,540,27,0,pink
1102,1102,67,4,0,pink
1103,1103,1681,6,0,pink
1104,1104,80,0,0,pink
1105,1105,218,8,0,pink
1106,1106,285,3,0,pink
1107,1107,75,3,0,pink
1108,1108,122,2,0,pink
1109,1109,698,9,0,pink
1110,1110,144,0,0,pink
1111,1111,74,1,0,pink
1112,1112,202,3,0,pink
1113,1113,44,0,0,pink
1114,1114,203,2,0,pink
1115,1115,110,2,0,pink
1116,1116,204,4,0,pink
1117,1117,267,3,0,pink
1118,1118,53,0,0,pink
1119,1119,755,12,0,pink
1120,1120,488,4,0,pink
1121,1121,31,1,0,pink
1122,1122,444,9,0,pink
1123,1123,1088,25,0,pink
1124,1124,0,0,0,pink
1125,1125,97,2,0,pink
1126,1126,37,1,0,pink
1127,1127,92,0,0,pink
1128,1128,329,8,0,pink
1129,1129,395,3,0,pink
1130,1130,92,0,0,pink
1131,1131,761,10,0,pink
1132,1132,12,0,0,pink
1133,1133,168,1,0,pink
1134,1134,209,1,0,pink
1135,1135,244,6,0,pink
1136,1136,734,10,0,pink
1137,1137,1040,24,0,pink
1138,1138,270,8,0,pink
1139,1139,198,0,0,pink
1140,1140,287,7,0,pink
1141,1141,181,8,0,pink
1142,1142,170,0,0,pink
1143,1143,59,0,0,pink
1144,1144,0,0,0,pink
1145,1145,306,2,0,pink
1146,1146,4224,41,0,pink
1147,1147,143,1,0,pink
1148,1148,136,0,0,pink
1149,1149,157,3,0,pink
1150,1150,314,2,0,pink
1151,1151,31,0,0,pink
1152,1152,258,0,0,pink
1153,1153,2933,96,0,pink
1154,1154,1545,46,0,pink
1155,1155,3704,97,0,pink
1156,1156,758,24,0,pink
1157,1157,1491,53,0,pink
1158,1158,984,37,0,pink
1159,1159,473,32,0,pink
1160,1160,3181,106,0,pink
1161,1161,8360,349,0,pink
1162,1162,7794,210,0,pink
1163,1163,300,3,0,pink
1164,1164,225,2,0,pink
1165,1165,432,10,0,pink
1166,1166,502,21,0,pink
1167,1167,508,13,0,pink
1168,1168,893,35,0,pink
1169,1169,14983,439,2,dark purple
1170,1170,542,4,0,pink
1171,1171,1723,66,0,pink
1172,1172,1306,32,0,pink
1173,1173,1193,38,0,pink
1174,1174,486,30,0,pink
1175,1175,2898,89,0,pink
1176,1176,1407,58,0,pink
1177,1177,632,22,0,pink
1178,1178,17386,565,2,dark purple
1179,1179,1225,39,0,pink
1180,1180,421,7,0,pink
1181,1181,8875,126,0,pink
1182,1182,3599,119,0,pink
1183,1183,1199,47,0,pink
1184,1184,3730,74,0,pink
1185,1185,866,8,0,pink
1186,1186,770,22,0,pink
1187,1187,1103,25,0,pink
1188,1188,12436,587,0,pink
1189,1189,6122,141,0,pink
1190,1190,0,0,0,pink
1191,1191,666,19,0,pink
1192,1192,1053,40,0,pink
1193,1193,4140,148,0,pink
1194,1194,351,21,0,pink
1195,1195,749,10,0,pink
1196,1196,840,13,0,pink
1197,1197,1383,29,0,pink
1198,1198,1777,59,0,pink
1199,1199,410,4,0,pink
1200,1200,808,40,0,pink
1201,1201,1576,98,0,pink
1202,1202,3272,124,0,pink
1203,1203,2081,60,0,pink
1204,1204,1901,77,0,pink
1205,1205,6858,251,0,pink
1206,1206,4416,117,0,pink
1207,1207,159,2,0,pink
1208,1208,3603,112,0,pink
1209,1209,193,182,0,pink
1210,1210,959,42,0,pink
1211,1211,2028,60,0,pink
1212,1212,1042,46,0,pink
1213,1213,1608,65,0,pink
1214,1214,1217,22,0,pink
1215,1215,900,41,0,pink
1216,1216,343,10,0,pink
1217,1217,711,25,0,pink
1218,1218,616,18,0,pink
1219,1219,693,10,0,pink
1220,1220,43,1,0,pink
1221,1221,2290,70,0,pink
1222,1222,60,1,0,pink
1223,1223,53,1,0,pink
1224,1224,207,11,0,pink
1225,1225,36,1,0,pink
1226,1226,41,1,0,pink
1227,1227,0,0,0,pink
1228,1228,132,1,0,pink
1229,1229,252,6,0,pink
1230,1230,9,0,0,pink
1231,1231,65,0,0,pink
1232,1232,85,8,0,pink
1233,1233,0,0,0,pink
1234,1234,73,14,0,pink
1235,1235,16,0,0,pink
1236,1236,1115,15,0,pink
1237,1237,454,22,0,pink
1238,1238,9759,245,0,pink
1239,1239,17579,621,2,dark purple
1240,1240,15329,483,2,dark purple
1241,1241,920,28,0,pink
1242,1242,638,5,0,pink
1243,1243,1920,125,0,pink
1244,1244,1025,33,0,pink
1245,1245,2725,99,0,pink
1246,1246,578,10,0,pink
1247,1247,3958,131,0,pink
1248,1248,72,1,0,pink
1249,1249,2945,76,0,pink
1250,1250,4983,123,0,pink
1251,1251,298,24,0,pink
1252,1252,22002,841,2,dark purple
1253,1253,0,0,0,pink
1254,1254,28784,821,2,dark purple
1255,1255,645,26,0,pink
1256,1256,251,4,0,pink
1257,1257,1259,57,0,pink
1258,1258,543,6,0,pink
1259,1259,0,10,0,pink
1260,1260,1691,37,0,pink
1261,1261,1919,48,0,pink
1262,1262,1020,26,0,pink
1263,1263,1722,174,0,pink
1264,1264,706,49,0,pink
1265,1265,9858,690,0,pink
1266,1266,0,0,0,pink
1267,1267,151,1,0,pink
1268,1268,19305,1273,2,dark purple
1269,1269,404,67,0,pink
1270,1270,8075,773,0,pink
1271,1271,1208,142,0,pink
1272,1272,26943,2133,2,dark purple
1273,1273,0,0,0,pink
1274,1274,10107,1050,0,pink
1275,1275,0,0,0,pink
1276,1276,9567,764,0,pink
1277,1277,23891,1131,2,dark purple
1278,1278,2416,5,0,pink
1279,1279,14159,1095,0,pink
1280,1280,41,2,0,pink
1281,1281,19,0,0,pink
1282,1282,743,7,0,pink
1283,1283,151,14,0,pink
1284,1284,68,0,0,pink
1285,1285,69,3,0,pink
1286,1286,20,0,0,pink
1287,1287,283,3,0,pink
1288,1288,985,48,0,pink
1289,1289,80,2,0,pink
1290,1290,1832,74,0,pink
1291,1291,594,5,0,pink
1292,1292,1265,45,0,pink
1293,1293,547,16,0,pink
1294,1294,101,3,0,pink
1295,1295,90,2,0,pink
1296,1296,76,0,0,pink
1297,1297,112,4,0,pink
1298,1298,658,13,0,pink
1299,1299,123,5,0,pink
1300,1300,327,7,0,pink
1301,1301,114,2,0,pink
1302,1302,634,10,0,pink
1303,1303,156,4,0,pink
1304,1304,195,5,0,pink
1305,1305,4393,308,0,pink
1306,1306,91,2,0,pink
1307,1307,156,1,0,pink
1308,1308,467,7,0,pink
1309,1309,262,15,0,pink
1310,1310,334,27,0,pink
1311,1311,388,2,0,pink
1312,1312,219,5,0,pink
1313,1313,3362,47,0,pink
1314,1314,350,7,0,pink
1315,1315,209,12,0,pink
1316,1316,114,1,0,pink
1317,1317,683,13,0,pink
1318,1318,1037,44,0,pink
1319,1319,2707,92,0,pink
1320,1320,82,4,0,pink
1321,1321,9594,174,0,pink
1322,1322,8,0,0,pink
1323,1323,32,0,0,pink
1324,1324,593,36,0,pink
1325,1325,111,1,0,pink
1326,1326,787,17,0,pink
1327,1327,1335,30,0,pink
1328,1328,12,0,0,pink
1329,1329,57,0,0,pink
1330,1330,14229,1015,0,pink
1331,1331,71,2,0,pink
1332,1332,341,12,0,pink
1333,1333,136,0,0,pink
1334,1334,195,3,0,pink
1335,1335,339,1,0,pink
1336,1336,5589,73,0,pink
1337,1337,585,11,0,pink
1338,1338,59,1,0,pink
1339,1339,1486,29,0,pink
1340,1340,304,5,0,pink
1341,1341,14,0,0,pink
1342,1342,1475,70,0,pink
1343,1343,339,1,0,pink
1344,1344,20235,1196,2,dark purple
1345,1345,514,6,0,pink
1346,1346,65,5,0,pink
1347,1347,42,0,0,pink
1348,1348,93,0,0,pink
1349,1349,30,1,0,pink
1350,1350,172,11,0,pink
1351,1351,3296,66,0,pink
1352,1352,206,3,0,pink
1353,1353,26,1,0,pink
1354,1354,93,4,0,pink
1355,1355,2894,139,0,pink
1356,1356,147,7,0,pink
1357,1357,24,0,0,pink
1358,1358,499,31,0,pink
1359,1359,980,55,0,pink
1360,1360,735,11,0,pink
1361,1361,497,31,0,pink
1362,1362,18,0,0,pink
1363,1363,744,17,0,pink
1364,1364,3419,115,0,pink
1365,1365,34582,2968,2,dark purple
1366,1366,120,4,0,pink
1367,1367,74,1,0,pink
1368,1368,5870,132,0,pink
1369,1369,257,2,0,pink
1370,1370,388,5,0,pink
1371,1371,522,3,0,pink
1372,1372,73,0,0,pink
1373,1373,1632,6,0,pink
1374,1374,182,2,0,pink
1375,1375,246,1,0,pink
1376,1376,1375,7,0,pink
1377,1377,142,3,0,pink
1378,1378,203,1,0,pink
1379,1379,466,1,0,pink
1380,1380,1316,40,0,pink
1381,1381,26,0,0,pink
1382,1382,6,0,0,pink
1383,1383,219,0,0,pink
1384,1384,464,18,0,pink
1385,1385,7280,125,0,pink
1386,1386,214,0,0,pink
1387,1387,278,2,0,pink
1388,1388,132,0,0,pink
1389,1389,111,0,0,pink
1390,1390,529,3,0,pink
1391,1391,344,9,0,pink
1392,1392,59,4,0,pink
1393,1393,26264,926,2,dark purple
1394,1394,117,0,0,pink
1395,1395,88,1,0,pink
1396,1396,271,0,0,pink
1397,1397,299,14,0,pink
1398,1398,137,1,0,pink
1399,1399,116,8,0,pink
1400,1400,955,2,0,pink
1401,1401,12,0,0,pink
1402,1402,117,3,0,pink
1403,1403,47,1,0,pink
1404,1404,57,0,0,pink
1405,1405,21,1,0,pink
1406,1406,446,4,0,pink
1407,1407,105,0,0,pink
1408,1408,661,4,0,pink
1409,1409,46,1,0,pink
1410,1410,50,1,0,pink
1411,1411,357,10,0,pink
1412,1412,470,2,0,pink
1413,1413,189,2,0,pink
1414,1414,153,3,0,pink
1415,1415,216,1,0,pink
1416,1416,1308,5,0,pink
1417,1417,156,2,0,pink
1418,1418,515,16,0,pink
1419,1419,1943,16,0,pink
1420,1420,52,0,0,pink
1421,1421,2346,27,0,pink
1422,1422,407,4,0,pink
1423,1423,0,0,0,pink
1424,1424,115,1,0,pink
1425,1425,307,0,0,pink
1426,1426,216,10,0,pink
1427,1427,294,4,0,pink
1428,1428,90,0,0,pink
1429,1429,10635,318,0,pink
1430,1430,40,1,0,pink
1431,1431,151,1,0,pink
1432,1432,136,7,0,pink
1433,1433,1311,8,0,pink
1434,1434,162,0,0,pink
1435,1435,117,0,0,pink
1436,1436,2487,33,0,pink
1437,1437,1114,14,0,pink
1438,1438,189,3,0,pink
1439,1439,1451,38,0,pink
1440,1440,3865,24,0,pink
1441,1441,530,2,0,pink
1442,1442,94,1,0,pink
1443,1443,123,1,0,pink
1444,1444,483,2,0,pink
1445,1445,29,0,0,pink
1446,1446,218,52,0,pink
1447,1447,180,0,0,pink
1448,1448,67,0,0,pink
1449,1449,566,8,0,pink
1450,1450,3652,55,0,pink
1451,1451,514,4,0,pink
1452,1452,58,3,0,pink
1453,1453,855,18,0,pink
1454,1454,1553,7,0,pink
1455,1455,169,2,0,pink
1456,1456,926,37,0,pink
1457,1457,786,11,0,pink
1458,1458,321,10,0,pink
1459,1459,653,25,0,pink
1460,1460,223,2,0,pink
1461,1461,1813,66,0,pink
1462,1462,508,12,0,pink
1463,1463,314,12,0,pink
1464,1464,667,24,0,pink
1465,1465,181,6,0,pink
1466,1466,459,16,0,pink
1467,1467,570,45,0,pink
1468,1468,585,18,0,pink
1469,1469,1144,28,0,pink
1470,1470,1166,33,0,pink
1471,1471,813,22,0,pink
1472,1472,5477,59,0,pink
1473,1473,2425,71,0,pink
1474,1474,192,3,0,pink
1475,1475,759,13,0,pink
1476,1476,359,17,0,pink
1477,1477,1072,36,0,pink
1478,1478,572,21,0,pink
1479,1479,3805,73,0,pink
1480,1480,7032,159,0,pink
1481,1481,1095,58,0,pink
1482,1482,375,15,0,pink
1483,1483,104,3,0,pink
1484,1484,787,21,0,pink
1485,1485,3430,69,0,pink
1486,1486,562,15,0,pink
1487,1487,244,9,0,pink
1488,1488,335,11,0,pink
1489,1489,2452,79,0,pink
1490,1490,288,15,0,pink
1491,1491,2137,39,0,pink
1492,1492,1655,34,0,pink
1493,1493,2038,125,0,pink
1494,1494,429,12,0,pink
1495,1495,946,38,0,pink
1496,1496,2654,68,0,pink
1497,1497,1383,81,0,pink
1498,1498,1075,53,0,pink
1499,1499,1449,58,0,pink
1500,1500,3233,86,0,pink
1501,1501,845,35,0,pink
1502,1502,1085,16,0,pink
1503,1503,1207,68,0,pink
1504,1504,458,20,0,pink
1505,1505,1556,104,0,pink
1506,1506,767,23,0,pink
1507,1507,546,16,0,pink
1508,1508,1763,50,0,pink
1509,1509,0,0,0,pink
1510,1510,1455,27,0,pink
1511,1511,870,53,0,pink
1512,1512,416,18,0,pink
1513,1513,1224,50,0,pink
1514,1514,1249,16,0,pink
1515,1515,834,17,0,pink
1516,1516,373,5,0,pink
1517,1517,3225,77,0,pink
1518,1518,1171,26,0,pink
1519,1519,265,13,0,pink
1520,1520,1018,44,0,pink
1521,1521,529,14,0,pink
1522,1522,365,12,0,pink
1523,1523,1439,46,0,pink
1524,1524,764,21,0,pink
1525,1525,962,37,0,pink
1526,1526,654,17,0,pink
1527,1527,667,38,0,pink
1528,1528,482,13,0,pink
1529,1529,0,0,0,pink
1530,1530,988,24,0,pink
1531,1531,595,25,0,pink
1532,1532,1384,50,0,pink
1533,1533,2197,72,0,pink
1534,1534,888,21,0,pink
1535,1535,333,13,0,pink
1536,1536,302,18,0,pink
1537,1537,735,19,0,pink
1538,1538,423,14,0,pink
1539,1539,1046,30,0,pink
1540,1540,326,0,0,pink
1541,1541,238,2,0,pink
1542,1542,50,0,0,pink
1543,1543,413,2,0,pink
1544,1544,460,6,0,pink
1545,1545,178,0,0,pink
1546,1546,101,2,0,pink
1547,1547,275,3,0,pink
1548,1548,322,1,0,pink
1549,1549,4504,8,0,pink
1550,1550,1834,15,0,pink
1551,1551,610,6,0,pink
1552,1552,79,1,0,pink
1553,1553,602,2,0,pink
1554,1554,884,10,0,pink
1555,1555,1588,12,0,pink
1556,1556,137,1,0,pink
1557,1557,87,1,0,pink
1558,1558,1434,23,0,pink
1559,1559,95,0,0,pink
1560,1560,44,0,0,pink
1561,1561,1314,5,0,pink
1562,1562,61,0,0,pink
1563,1563,1760,41,0,pink
1564,1564,210,0,0,pink
1565,1565,1434,11,0,pink
1566,1566,404,2,0,pink
1567,1567,369,4,0,pink
1568,1568,54,0,0,pink
1569,1569,182,1,0,pink
1570,1570,98,1,0,pink
1571,1571,126,2,0,pink
1572,1572,132,1,0,pink
1573,1573,174,3,0,pink
1574,1574,764,7,0,pink
1575,1575,1610,28,0,pink
1576,1576,158,18,0,pink
1577,1577,121,9,0,pink
1578,1578,5701,24,0,pink
1579,1579,181,3,0,pink
1580,1580,103,1,0,pink
1581,1581,178,4,0,pink
1582,1582,88,2,0,pink
1583,1583,75,1,0,pink
1584,1584,167,2,0,pink
1585,1585,556,3,0,pink
1586,1586,57,0,0,pink
1587,1587,7064,92,0,pink
1588,1588,3634,48,0,pink
1589,1589,4021,57,0,pink
1590,1590,1046,4,0,pink
1591,1591,10823,122,0,pink
1592,1592,49,1,0,pink
1593,1593,584,4,0,pink
1594,1594,486,2,0,pink
1595,1595,571,2,0,pink
1596,1596,81,2,0,pink
1597,1597,733,3,0,pink
1598,1598,67,1,0,pink
1599,1599,391,1,0,pink
1600,1600,149,0,0,pink
1601,1601,285,0,0,pink
1602,1602,74,0,0,pink
1603,1603,643,14,0,pink
1604,1604,1052,11,0,pink
1605,1605,28,0,0,pink
1606,1606,463,1,0,pink
1607,1607,291,3,0,pink
1608,1608,289,4,0,pink
1609,1609,86,0,0,pink
1610,1610,82,1,0,pink
1611,1611,315,1,0,pink
1612,1612,511,16,0,pink
1613,1613,1407,14,0,pink
1614,1614,729,9,0,pink
1615,1615,102,0,0,pink
1616,1616,136,2,0,pink
1617,1617,0,0,0,pink
1618,1618,117,0,0,pink
1619,1619,497,9,0,pink
1620,1620,610,4,0,pink
1621,1621,1065,10,0,pink
1622,1622,440,7,0,pink
1623,1623,233,3,0,pink
1624,1624,656,10,0,pink
1625,1625,503,3,0,pink
1626,1626,612,5,0,pink
1627,1627,33,1,0,pink
1628,1628,145,0,0,pink
1629,1629,227,3,0,pink
1630,1630,159,0,0,pink
1631,1631,38,0,0,pink
1632,1632,153,1,0,pink
1633,1633,693,9,0,pink
1634,1634,22,0,0,pink
1635,1635,31,1,0,pink
1636,1636,837,16,0,pink
1637,1637,89,1,0,pink
1638,1638,61,1,0,pink
1639,1639,7399,115,0,pink
1640,1640,57,0,0,pink
1641,1641,1959,9,0,pink
1642,1642,23297,788,2,dark purple
1643,1643,6934,195,0,pink
1644,1644,187,1,0,pink
1645,1645,478,12,0,pink
1646,1646,418,4,0,pink
1647,1647,185,0,0,pink
1648,1648,1157,31,0,pink
1649,1649,298,2,0,pink
1650,1650,0,0,0,pink
1651,1651,167,1,0,pink
1652,1652,460,0,0,pink
1653,1653,367,10,0,pink
1654,1654,200,0,0,pink
1655,1655,593,3,0,pink
1656,1656,20,0,0,pink
1657,1657,278,0,0,pink
1658,1658,78,1,0,pink
1659,1659,866,22,0,pink
1660,1660,21,0,0,pink
1661,1661,17,0,0,pink
1662,1662,115,0,0,pink
1663,1663,0,0,0,pink
1664,1664,624,5,0,pink
1665,1665,26,0,0,pink
1666,1666,110,2,0,pink
1667,1667,5,0,0,pink
1668,1668,76,1,0,pink
1669,1669,114,0,0,pink
1670,1670,5,0,0,pink
1671,1671,60,1,0,pink
1672,1672,923,16,0,pink
1673,1673,1247,4,0,pink
1674,1674,16,0,0,pink
1675,1675,208,1,0,pink
1676,1676,3,0,0,pink
1677,1677,22,0,0,pink
1678,1678,143,3,0,pink
1679,1679,67,0,0,pink
1680,1680,6,0,0,pink
1681,1681,260,1,0,pink
1682,1682,235,3,0,pink
1683,1683,16,0,0,pink
1684,1684,106,3,0,pink
1685,1685,97,1,0,pink
1686,1686,19,0,0,pink
1687,1687,25,2,0,pink
1688,1688,2,0,0,pink
1689,1689,584,3,0,pink
1690,1690,35,1,0,pink
1691,1691,0,0,0,pink
1692,1692,92,0,0,pink
1693,1693,0,0,0,pink
1694,1694,119,0,0,pink
1695,1695,23,0,0,pink
1696,1696,5,0,0,pink
1697,1697,10,0,0,pink
1698,1698,1,0,0,pink
1699,1699,129,2,0,pink
1700,1700,77,2,0,pink
1701,1701,213,1,0,pink
1702,1702,614,18,0,pink
1703,1703,45,1,0,pink
1704,1704,13,0,0,pink
1705,1705,241,0,0,pink
1706,1706,56,2,0,pink
1707,1707,40,1,0,pink
1708,1708,21,0,0,pink
1709,1709,71,6,0,pink
1710,1710,3,0,0,pink
1711,1711,0,0,0,pink
1712,1712,61,0,0,pink
1713,1713,11,0,0,pink
1714,1714,9,0,0,pink
1715,1715,2927,62,0,pink
1716,1716,520,12,0,pink
1717,1717,65,1,0,pink
1718,1718,1,0,0,pink
1719,1719,2,0,0,pink
1720,1720,0,0,0,pink
1721,1721,73,0,0,pink
1722,1722,70,1,0,pink
1723,1723,19,0,0,pink
1724,1724,26,0,0,pink
1725,1725,1014,4,0,pink
1726,1726,76,0,0,pink
1727,1727,111,1,0,pink
1728,1728,319,2,0,pink
1729,1729,80,0,0,pink
1730,1730,23,0,0,pink
1731,1731,46,4,0,pink
1732,1732,36,0,0,pink
1733,1733,71,0,0,pink
1734,1734,767,5,0,pink
1735,1735,124,0,0,pink
1736,1736,83,4,0,pink
1737,1737,2176,43,0,pink
1738,1738,119,0,0,pink
1739,1739,1071,12,0,pink
1740,1740,4,0,0,pink
1741,1741,85,2,0,pink
1742,1742,1123,11,0,pink
1743,1743,15495,190,2,dark purple
1744,1744,11,1,0,pink
1745,1745,54,1,0,pink
1746,1746,24,0,0,pink
1747,1747,7,0,0,pink
1748,1748,38,1,0,pink
1749,1749,212,5,0,pink
1750,1750,9,0,0,pink
1751,1751,8,0,0,pink
1752,1752,34,0,0,pink
1753,1753,1,0,0,pink
1754,1754,25,0,0,pink
1755,1755,1979,47,0,pink
1756,1756,126,12,0,pink
1757,1757,19,0,0,pink
1758,1758,0,0,0,pink
1759,1759,4,0,0,pink
1760,1760,63,1,0,pink
1761,1761,7,0,0,pink
1762,1762,94,5,0,pink
1763,1763,28,0,0,pink
1764,1764,42,0,0,pink
1765,1765,139,0,0,pink
1766,1766,62,0,0,pink
1767,1767,4,0,0,pink
1768,1768,15,0,0,pink
1769,1769,152,0,0,pink
1770,1770,5906,24,0,pink
1771,1771,362,2,0,pink
1772,1772,6,0,0,pink
1773,1773,3,0,0,pink
1774,1774,800,5,0,pink
1775,1775,6,0,0,pink
1776,1776,81,1,0,pink
1777,1777,76,0,0,pink
1778,1778,39,0,0,pink
1779,1779,119,0,0,pink
1780,1780,15,0,0,pink
1781,1781,144,1,0,pink
1782,1782,0,0,0,pink
1783,1783,17,0,0,pink
1784,1784,34,10,0,pink
1785,1785,106,0,0,pink
1786,1786,101,8,0,pink
1787,1787,1043,3,0,pink
1788,1788,54,1,0,pink
1789,1789,30,0,0,pink
1790,1790,53,1,0,pink
1791,1791,40,1,0,pink
1792,1792,709,2,0,pink
1793,1793,3489,15,0,pink
1794,1794,436,3,0,pink
1795,1795,407,8,0,pink
1796,1796,216,3,0,pink
1797,1797,48,0,0,pink
1798,1798,23,1,0,pink
1799,1799,7,0,0,pink
1800,1800,39,0,0,pink
1801,1801,29,0,0,pink
1802,1802,5,0,0,pink
1803,1803,247,4,0,pink
1804,1804,246,0,0,pink
1805,1805,30,0,0,pink
1806,1806,253,2,0,pink
1807,1807,126,0,0,pink
1808,1808,17,0,0,pink
1809,1809,1,0,0,pink
1810,1810,159,2,0,pink
1811,1811,529,8,0,pink
1812,1812,139,3,0,pink
1813,1813,64895,1353,2,dark purple
1814,1814,296,1,0,pink
1815,1815,925,9,0,pink
1816,1816,0,0,0,pink
1817,1817,10,0,0,pink
1818,1818,121,4,0,pink
1819,1819,70,1,0,pink
1820,1820,7,0,0,pink
1821,1821,420,7,0,pink
1822,1822,13,0,0,pink
1823,1823,498,15,0,pink
1824,1824,0,0,0,pink
1825,1825,21,0,0,pink
1826,1826,9,0,0,pink
1827,1827,0,0,0,pink
1828,1828,8797,154,0,pink
1829,1829,57,1,0,pink
1830,1830,146,4,0,pink
1831,1831,122,2,0,pink
1832,1832,143,3,0,pink
1833,1833,22,0,0,pink
1834,1834,137,1,0,pink
1835,1835,4310,288,0,pink
1836,1836,565,23,0,pink
1837,1837,0,0,0,pink
1838,1838,1992,103,0,pink
1839,1839,515,13,0,pink
1840,1840,52,1,0,pink
1841,1841,3,0,0,pink
1842,1842,3990,256,0,pink
1843,1843,22276,2044,2,dark purple
1844,1844,7006,494,0,pink
1845,1845,9765,606,0,pink
1846,1846,1008,95,0,pink
1847,1847,3757,157,0,pink
1848,1848,20898,2127,2,dark purple
1849,1849,4389,226,0,pink
1850,1850,20547,1513,2,dark purple
1851,1851,1296,125,0,pink
1852,1852,8596,635,0,pink
1853,1853,19210,1425,2,dark purple
1854,1854,11605,865,0,pink
1855,1855,7795,831,0,pink
1856,1856,12436,1044,0,pink
1857,1857,0,0,0,pink
1858,1858,18877,1252,2,dark purple
1859,1859,1052,90,0,pink
1860,1860,5725,572,0,pink
1861,1861,1461,198,0,pink
1862,1862,346,0,0,pink
1863,1863,17517,1356,2,dark purple
1864,1864,1436,171,0,pink
1865,1865,6270,173,0,pink
1866,1866,9,1,0,pink
1867,1867,1066,11,0,pink
1868,1868,413,20,0,pink
1869,1869,29,1,0,pink
1870,1870,759,5,0,pink
1871,1871,1,0,0,pink
1872,1872,3198,54,0,pink
1873,1873,735,7,0,pink
1874,1874,112,2,0,pink
1875,1875,34,1,0,pink
1876,1876,2,0,0,pink
1877,1877,99,2,0,pink
1878,1878,1349,22,0,pink
1879,1879,196,3,0,pink
1880,1880,32,0,0,pink
1881,1881,411,6,0,pink
1882,1882,4304,256,0,pink
1883,1883,7,0,0,pink
1884,1884,251,13,0,pink
1885,1885,0,0,0,pink
1886,1886,74,2,0,pink
1887,1887,386,13,0,pink
1888,1888,275,3,0,pink
1889,1889,3280,197,0,pink
1890,1890,103,0,0,pink
1891,1891,1320,41,0,pink
1892,1892,961,6,0,pink
1893,1893,44,1,0,pink
1894,1894,97,6,0,pink
1895,1895,133,4,0,pink
1896,1896,66,1,0,pink
1897,1897,1373,0,0,pink
1898,1898,31,2,0,pink
1899,1899,567,4,0,pink
1900,1900,3043,134,0,pink
1901,1901,99,1,0,pink
1902,1902,52710,4943,2,dark purple
1903,1903,1480,69,0,pink
1904,1904,258,6,0,pink
1905,1905,204,2,0,pink
1906,1906,551,9,0,pink
1907,1907,361,3,0,pink
1908,1908,248,7,0,pink
1909,1909,156,5,0,pink
1910,1910,585,37,0,pink
1911,1911,164,0,0,pink
1912,1912,132,4,0,pink
1913,1913,5089,153,0,pink
1914,1914,11112,689,0,pink
1915,1915,161,0,0,pink
1916,1916,65,0,0,pink
1917,1917,332,24,0,pink
1918,1918,317,5,0,pink
1919,1919,321,18,0,pink
1920,1920,15,0,0,pink
1921,1921,327,10,0,pink
1922,1922,164,0,0,pink
1923,1923,67510,7319,2,dark purple
1924,1924,50,0,0,pink
1925,1925,202,8,0,pink
1926,1926,489,17,0,pink
1927,1927,5940,289,0,pink
1928,1928,230,4,0,pink
1929,1929,46388,2201,2,dark purple
1930,1930,33187,3173,2,dark purple
1931,1931,1741,101,0,pink
1932,1932,2387,123,0,pink
1933,1933,4270,205,0,pink
1934,1934,466,35,0,pink
1935,1935,11851,498,0,pink
1936,1936,325,54,0,pink
1937,1937,468,3,0,pink
1938,1938,333,5,0,pink
1939,1939,0,0,0,pink
1940,1940,1587,63,0,pink
1941,1941,71881,7244,2,dark purple
1942,1942,902,42,0,pink
1943,1943,15799,1085,2,dark purple
1944,1944,14954,675,2,dark purple
1945,1945,1014,17,0,pink
