City,Total Cases,New Cases,Total Deaths,New Deaths,Active Cases,Total Cases /1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Date
Arkansas ,49383,,544.0, ,7387,16364.0,180,563831.0,"186,835",08-10-2020
Iowa ,49040,201.0,931.0, ,10822,15543.0,295,523953.0,"166,067",08-10-2020
US Military ,45315,1681.0,73.0,1 ,21739,,,,,08-10-2020
Utah ,44127,,336.0, ,9877,13764.0,105,689272.0,"214,997",08-10-2020
Oklahoma ,43963,397.0,605.0,2 ,6980,11110.0,153,700981.0,"177,151",08-10-2020
Veteran Affairs ,43057,177.0,2276.0,2 ,4697,,,494766.0,,08-10-2020
Kentucky ,34982,,773.0, ,25535,7830.0,173,690942.0,"154,654",08-10-2020
Kansas ,31092,,381.0, ,11676,10672.0,131,316512.0,"108,643",08-10-2020
Nebraska ,28432,,345.0, ,7191,14698.0,178,302926.0,"156,599",08-10-2020
Idaho ,24671,,237.0, ,15277,13805.0,133,204928.0,"114,673",08-10-2020
Puerto Rico ,22821,700.0,279.0, ,20275,6738.0,82,464073.0,"137,018",08-10-2020
New Mexico ,22315,,685.0, ,12311,10642.0,327,627627.0,"299,322",08-10-2020
Oregon ,21272,,356.0, ,16805,5043.0,84,447037.0,"105,990",08-10-2020
Rhode Island ,19934,196.0,1015.0,1 ,17053,18817.0,958,395798.0,"373,620",08-10-2020
Delaware ,15634,59.0,591.0, ,6543,16055.0,607,199674.0,"205,054",08-10-2020
District Of Columbia ,12807,54.0,591.0, ,2028,18147.0,837,220391.0,"312,280",08-10-2020
Federal Prisons ,12308,,112.0, ,1954,,,39833.0,,08-10-2020
South Dakota ,9663,58.0,146.0, ,1146,10923.0,165,121477.0,"137,315",08-10-2020
Navajo Nation ,9308,15.0,472.0,2 ,5705,,,79697.0,,08-10-2020
West Virginia ,7754,60.0,141.0,2 ,1914,4327.0,79,326886.0,"182,399",08-10-2020
North Dakota ,7713,117.0,113.0,1 ,1166,10121.0,148,169839.0,"222,868",08-10-2020
New Hampshire ,6831,,419.0, ,349,5024.0,308,200560.0,"147,502",08-10-2020
Montana ,5017,65.0,75.0, ,1529,4694.0,70,193405.0,"180,959",08-10-2020
Maine ,4049,7.0,125.0, ,387,3012.0,93,199608.0,"148,494",08-10-2020
Alaska ,3711,,26.0, ,2416,5073.0,36,277919.0,"379,907",08-10-2020
Hawaii ,3498,,31.0, ,1919,2471.0,22,181000.0,"127,836",08-10-2020
Wyoming ,3050,,28.0, ,557,5270.0,48,84557.0,"146,101",08-10-2020
Vermont ,1462,3.0,58.0, ,122,2343.0,93,103353.0,"165,633",08-10-2020
United States Virgin Islands ,547,19.0,9.0, ,128,,,10905.0,,08-10-2020
Guam ,418,7.0,5.0, ,102,,,24501.0,,08-10-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,08-10-2020
Northern Mariana Islands ,48,,2.0, ,27,,,14419.0,,08-10-2020
California ,574514,741.0,10480.0,12 ,340700,14540.0,265,8998353.0,"227,736",08-11-2020
Florida ,542792,5831.0,8553.0,271 ,482093,25272.0,398,4055587.0,"188,827",08-11-2020
Texas ,518704,,8731.0, ,160140,17889.0,301,4400049.0,"151,747",08-11-2020
New York ,451025,,32847.0, ,77703,23185.0,"1,688",6563646.0,"337,401",08-11-2020
Georgia ,219025,,4229.0, ,177659,20629.0,398,2105219.0,"198,280",08-11-2020
Illinois ,198248,1549.0,7866.0,20 ,45279,15645.0,621,3147703.0,"248,402",08-11-2020
New Jersey ,190775,,15955.0, ,24675,21478.0,"1,796",2324046.0,"261,652",08-11-2020
Arizona ,188737,1214.0,4199.0,45 ,158690,25930.0,577,1276952.0,"175,436",08-11-2020
North Carolina ,137382,,2192.0, ,18221,13099.0,209,2001919.0,"190,876",08-11-2020
Louisiana ,133125,1164.0,4313.0,25 ,39729,28636.0,928,1568564.0,"337,413",08-11-2020
Pennsylvania ,124635,366.0,7417.0,17 ,25240,9736.0,579,1379948.0,"107,792",08-11-2020
Tennessee ,123914,,1233.0, ,39511,18145.0,181,1726090.0,"252,752",08-11-2020
Massachusetts ,121315,,8741.0, ,13553,17601.0,"1,268",1424348.0,"206,652",08-11-2020
Alabama ,103851,831.0,1847.0,50 ,64081,21180.0,377,779764.0,"159,032",08-11-2020
Ohio ,101756,,3675.0, ,18760,8705.0,314,1682271.0,"143,918",08-11-2020
Virginia ,101745,996.0,2344.0,17 ,86440,11920.0,275,1378458.0,"161,497",08-11-2020
South Carolina ,101159,,2049.0, ,61312,19647.0,398,849117.0,"164,918",08-11-2020
Michigan ,97306,,6526.0, ,27144,9743.0,653,2377816.0,"238,095",08-11-2020
Maryland ,96843,585.0,3604.0,13 ,87304,16019.0,596,1485615.0,"245,732",08-11-2020
Indiana ,75862,870.0,3069.0,25 ,18725,11268.0,456,1090369.0,"161,963",08-11-2020
Mississippi ,68293,644.0,1944.0,32 ,16513,22947.0,653,517845.0,"173,998",08-11-2020
Washington ,65453,,1701.0, ,41740,8595.0,223,1010191.0,"132,660",08-11-2020
Minnesota ,61839,323.0,1707.0,6 ,4981,10965.0,303,1177935.0,"208,867",08-11-2020
Wisconsin ,61061,,998.0, ,9401,10487.0,171,1062463.0,"182,477",08-11-2020
Missouri ,60656,,1405.0, ,49456,9883.0,229,832332.0,"135,616",08-11-2020
Nevada ,56972,,963.0, ,29998,18496.0,313,708461.0,"230,008",08-11-2020
Colorado ,51039,,1863.0, ,29266,8863.0,324,593794.0,"103,112",08-11-2020
Connecticut ,50567,,4444.0, ,17968,14183.0,"1,246",900967.0,"252,705",08-11-2020
Arkansas ,50028,,555.0, ,7334,16578.0,184,569320.0,"188,654",08-11-2020
Iowa ,49208,128.0,937.0,3 ,10270,15596.0,297,525840.0,"166,665",08-11-2020
US Military ,45315,,73.0, ,21739,,,,,08-11-2020
Oklahoma ,44728,765.0,618.0,13 ,6917,11304.0,156,722098.0,"182,488",08-11-2020
Utah ,44390,,345.0, ,9726,13846.0,108,694668.0,"216,680",08-11-2020
Veteran Affairs ,43396,123.0,2324.0,47 ,4343,,,494766.0,,08-11-2020
Kentucky ,35254,,775.0, ,25741,7891.0,173,700417.0,"156,774",08-11-2020
Kansas ,31977,,387.0, ,12086,10976.0,133,326669.0,"112,130",08-11-2020
Nebraska ,28696,,348.0, ,7235,14835.0,180,306023.0,"158,200",08-11-2020
Idaho ,25100,,239.0, ,15520,14045.0,134,206830.0,"115,737",08-11-2020
Puerto Rico ,23403,582.0,287.0,8 ,20849,6910.0,85,464073.0,"137,018",08-11-2020
New Mexico ,22444,,690.0, ,12326,10704.0,329,632997.0,"301,883",08-11-2020
Oregon ,21488,,357.0, ,16905,5095.0,85,449629.0,"106,604",08-11-2020
Rhode Island ,20053,119.0,1016.0,1 ,17126,18929.0,959,409435.0,"386,492",08-11-2020
Delaware ,15699,65.0,591.0, ,6589,16122.0,607,202200.0,"207,648",08-11-2020
District Of Columbia ,12896,89.0,593.0,2 ,2071,18273.0,840,224749.0,"318,455",08-11-2020
Federal Prisons ,12321,,112.0, ,1946,,,39927.0,,08-11-2020
South Dakota ,9713,50.0,146.0, ,1060,10979.0,165,122409.0,"138,369",08-11-2020
Navajo Nation ,9315,,473.0, ,5711,,,81287.0,,08-11-2020
North Dakota ,7885,172.0,118.0,5 ,1099,10347.0,155,171858.0,"225,517",08-11-2020
West Virginia ,7875,121.0,147.0,6 ,1865,4394.0,82,330447.0,"184,386",08-11-2020
New Hampshire ,6840,,419.0, ,326,5030.0,308,202324.0,"148,799",08-11-2020
Montana ,5104,87.0,77.0,2 ,1485,4776.0,72,194412.0,"181,901",08-11-2020
Maine ,4050,1.0,126.0,1 ,364,3013.0,94,201164.0,"149,652",08-11-2020
Alaska ,3775,,26.0, ,2417,5160.0,36,280343.0,"383,220",08-11-2020
Hawaii ,3638,,34.0, ,2018,2569.0,24,183508.0,"129,608",08-11-2020
Wyoming ,3050,,28.0, ,539,5270.0,48,85835.0,"148,309",08-11-2020
Vermont ,1472,10.0,58.0, ,119,2359.0,93,103957.0,"166,601",08-11-2020
United States Virgin Islands ,576,29.0,9.0, ,128,,,11089.0,,08-11-2020
Guam ,434,16.0,5.0, ,114,,,24501.0,,08-11-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,08-11-2020
Northern Mariana Islands ,49,,2.0, ,28,,,14419.0,,08-11-2020
California ,586705,987.0,10656.0,6 ,346180,14849.0,270,9186279.0,"232,492",08-12-2020
Florida ,550901,8109.0,8765.0,207 ,489183,25650.0,408,4093972.0,"190,615",08-12-2020
Texas ,526680,,9004.0, ,159364,18164.0,311,4421806.0,"152,498",08-12-2020
New York ,452358,622.0,32867.0,10 ,72582,23253.0,"1,690",6728481.0,"345,874",08-12-2020
Georgia ,222588,,4351.0, ,180709,20964.0,410,2139062.0,"201,467",08-12-2020
Illinois ,199893,1645.0,7881.0,15 ,46529,15775.0,622,3147703.0,"248,402",08-12-2020
New Jersey ,191135,,15966.0, ,21491,21519.0,"1,798",2376016.0,"267,503",08-12-2020
Arizona ,189443,706.0,4347.0,148 ,158994,26027.0,597,1284786.0,"176,513",08-12-2020
North Carolina ,138812,,2255.0, ,19588,13235.0,215,2017498.0,"192,361",08-12-2020
Louisiana ,134304,1179.0,4362.0,48 ,26430,28890.0,938,1598609.0,"343,876",08-12-2020
Pennsylvania ,125518,457.0,7446.0,19 ,25456,9805.0,582,1397494.0,"109,162",08-12-2020
Tennessee ,124915,,1271.0, ,38331,18291.0,186,1738875.0,"254,624",08-12-2020
Massachusetts ,121707,,8751.0, ,13935,17658.0,"1,270",1439814.0,"208,896",08-12-2020
Alabama ,104786,935.0,1882.0,35 ,64981,21371.0,384,779764.0,"159,032",08-12-2020
Ohio ,102849,,3710.0, ,18254,8799.0,317,1702317.0,"145,633",08-12-2020
Virginia ,102521,776.0,2352.0,8 ,87017,12011.0,276,1394823.0,"163,414",08-12-2020
South Carolina ,102130,,2098.0, ,59195,19836.0,407,853899.0,"165,847",08-12-2020
Michigan ,98213,,6533.0, ,28044,9834.0,654,2402909.0,"240,607",08-12-2020
Maryland ,97384,541.0,3612.0,8 ,87816,16108.0,597,1503630.0,"248,711",08-12-2020
Indiana ,76522,660.0,3086.0,17 ,17087,11367.0,458,1097934.0,"163,086",08-12-2020
Mississippi ,68293,,1944.0, ,16513,22947.0,653,517845.0,"173,998",08-12-2020
Washington ,65940,,1721.0, ,41965,8659.0,226,1010191.0,"132,660",08-12-2020
Minnesota ,62303,464.0,1724.0,17 ,4724,11047.0,306,1188288.0,"210,703",08-12-2020
Wisconsin ,61785,,1006.0, ,10117,10612.0,173,1076062.0,"184,813",08-12-2020
Missouri ,61687,,1410.0, ,50280,10051.0,230,850128.0,"138,515",08-12-2020
Nevada ,58048,528.0,996.0,15 ,31041,18846.0,323,717306.0,"232,880",08-12-2020
Colorado ,51441,,1875.0, ,29476,8933.0,326,597867.0,"103,819",08-12-2020
Connecticut ,50684,,4444.0, ,17078,14216.0,"1,246",909305.0,"255,044",08-12-2020
Arkansas ,50411,,566.0, ,6847,16705.0,188,572868.0,"189,829",08-12-2020
Iowa ,49702,363.0,949.0,9 ,10222,15753.0,301,530408.0,"168,113",08-12-2020
US Military ,46332,1017.0,73.0, ,22019,,,,,08-12-2020
Utah ,44752,,349.0, ,9639,13959.0,109,700182.0,"218,400",08-12-2020
Oklahoma ,44728,,618.0, ,6917,11304.0,156,722098.0,"182,488",08-12-2020
Veteran Affairs ,44164,225.0,2352.0,15 ,4305,,,494766.0,,08-12-2020
Kentucky ,35793,,783.0, ,26191,8012.0,175,711017.0,"159,147",08-12-2020
Kansas ,32070,,393.0,1 ,11740,11008.0,135,326669.0,"112,130",08-12-2020
Nebraska ,29030,,351.0, ,7367,15007.0,181,308755.0,"159,612",08-12-2020
Idaho ,25595,,246.0, ,15801,14322.0,138,210599.0,"117,846",08-12-2020
Puerto Rico ,24074,671.0,295.0,8 ,21512,7108.0,87,464073.0,"137,018",08-12-2020
New Mexico ,22643,,693.0, ,12338,10799.0,330,640337.0,"305,384",08-12-2020
Oregon ,21774,,368.0, ,17180,5162.0,87,455957.0,"108,105",08-12-2020
Rhode Island ,20129,76.0,1018.0,2 ,17182,19001.0,961,411727.0,"388,656",08-12-2020
Delaware ,15699,,591.0, ,6589,16122.0,607,202200.0,"207,648",08-12-2020
District Of Columbia ,12959,63.0,593.0, ,2066,18362.0,840,226741.0,"321,277",08-12-2020
Federal Prisons ,12426,,112.0, ,1879,,,41058.0,,08-12-2020
South Dakota ,9815,102.0,147.0,1 ,1062,11095.0,166,123628.0,"139,747",08-12-2020
Navajo Nation ,9334,,473.0, ,5730,,,81604.0,,08-12-2020
West Virginia ,8008,133.0,153.0,6 ,1895,4468.0,85,335075.0,"186,968",08-12-2020
North Dakota ,7970,85.0,120.0,2 ,1035,10458.0,157,173019.0,"227,041",08-12-2020
New Hampshire ,6861,,419.0, ,316,5046.0,308,203504.0,"149,667",08-12-2020
Montana ,5268,164.0,80.0,3 ,1590,4929.0,75,196036.0,"183,421",08-12-2020
Maine ,4070,20.0,126.0, ,365,3028.0,94,207843.0,"154,621",08-12-2020
Alaska ,3821,,26.0, ,2451,5223.0,36,290744.0,"397,438",08-12-2020
Hawaii ,3756,,34.0, ,2095,2653.0,24,185838.0,"131,253",08-12-2020
Wyoming ,3073,,29.0, ,503,5310.0,50,86141.0,"148,837",08-12-2020
Vermont ,1478,6.0,58.0, ,118,2369.0,93,105073.0,"168,389",08-12-2020
United States Virgin Islands ,639,63.0,9.0, ,162,,,11444.0,,08-12-2020
Guam ,449,15.0,5.0, ,129,,,24501.0,,08-12-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,08-12-2020
Northern Mariana Islands  ,49,,2.0, ,28,,,14419.0,,08-12-2020
California ,594808,,10813.0,3 ,346084,15054.0,274,9303467.0,"235,458",08-13-2020
Florida ,557137,6236.0,8917.0,147 ,495267,25940.0,415,4128584.0,"192,226",08-13-2020
Texas ,532985,,9229.0, ,156402,18381.0,318,4549474.0,"156,901",08-13-2020
New York ,452509,,32874.0, ,72726,23261.0,"1,690",6728481.0,"345,874",08-13-2020
Georgia ,226153,,4456.0, ,184169,21300.0,420,2162619.0,"203,686",08-13-2020
Illinois ,201727,1834.0,7905.0,24 ,48054,15919.0,624,3235807.0,"255,355",08-13-2020
New Jersey ,191507,,15964.0, ,21865,21561.0,"1,797",2376016.0,"267,503",08-13-2020
Arizona ,190794,1351.0,4383.0,36 ,159993,26213.0,602,1284786.0,"176,513",08-13-2020
North Carolina ,140824,1763.0,2287.0,32 ,21568,13427.0,218,1850689.0,"176,456",08-13-2020
Louisiana ,134304,,4362.0, ,26430,28890.0,938,1598609.0,"343,876",08-13-2020
Pennsylvania ,126423,460.0,7489.0,19 ,24453,9875.0,585,1397494.0,"109,162",08-13-2020
Tennessee ,126393,,1289.0, ,37814,18508.0,189,1757690.0,"257,380",08-13-2020
Massachusetts ,122000,,8769.0, ,12745,17700.0,"1,272",1456081.0,"211,256",08-13-2020
Alabama ,105557,771.0,1890.0,8 ,62144,21528.0,385,791786.0,"161,484",08-13-2020
Ohio ,104268,,3738.0, ,18220,8920.0,320,1722857.0,"147,390",08-13-2020
Virginia ,103622,1101.0,2363.0,11 ,88012,12140.0,277,1414449.0,"165,713",08-13-2020
South Carolina ,102974,,2144.0, ,59993,20000.0,416,857773.0,"166,599",08-13-2020
Michigan ,98689,,6539.0, ,28514,9882.0,655,2440044.0,"244,326",08-13-2020
Maryland ,98160,776.0,3620.0,8  ,88578,16236.0,599,1533472.0,"253,648",08-13-2020
Indiana ,77565,1043.0,3105.0,19 ,17251,11521.0,461,1114002.0,"165,473",08-13-2020
Mississippi ,69986,612.0,2011.0,22 ,18139,23516.0,676,524118.0,"176,106",08-13-2020
Washington ,66497,,1726.0, ,42276,8732.0,227,1010191.0,"132,660",08-13-2020
Missouri ,63159,,1423.0, ,51739,10291.0,232,861382.0,"140,349",08-13-2020
Minnesota ,62993,690.0,1731.0,7 ,4916,11170.0,307,1203559.0,"213,411",08-13-2020
Wisconsin ,62263,,1011.0, ,8902,10694.0,174,1085986.0,"186,518",08-13-2020
Nevada ,58650,602.0,1030.0,34 ,31609,19041.0,334,727283.0,"236,119",08-13-2020
Colorado ,51756,,1875.0, ,29791,8987.0,326,602296.0,"104,588",08-13-2020
Arkansas ,51114,,573.0, ,7543,16937.0,190,572868.0,"189,829",08-13-2020
Connecticut ,50706,,4450.0, ,17094,14222.0,"1,248",917282.0,"257,281",08-13-2020
Iowa ,50218,402.0,956.0,3 ,10034,15917.0,303,537426.0,"170,337",08-13-2020
US Military ,46332,,73.0, ,22019,,,,,08-13-2020
Oklahoma ,46103,705.0,638.0,11 ,6810,11651.0,161,739287.0,"186,832",08-13-2020
Veteran Affairs ,45191,299.0,2388.0,15 ,4332,,,494766.0,,08-13-2020
Utah ,45090,,351.0, ,9428,14064.0,109,704270.0,"219,675",08-13-2020
Kentucky ,36945,,790.0, ,27262,8269.0,177,717370.0,"160,569",08-13-2020
Kansas ,32862,,396.0, ,12146,11280.0,136,334563.0,"114,839",08-13-2020
Nebraska ,29244,,356.0, ,7425,15118.0,184,309938.0,"160,224",08-13-2020
Idaho ,26133,,246.0, ,16037,14623.0,138,212898.0,"119,133",08-13-2020
Puerto Rico ,24446,372.0,306.0,11 ,21873,7218.0,90,464073.0,"137,018",08-13-2020
New Mexico ,22816,,695.0, ,12377,10881.0,331,644823.0,"307,523",08-13-2020
Oregon ,22022,,375.0, ,17402,5221.0,89,461395.0,"109,394",08-13-2020
Rhode Island ,20240,111.0,1019.0,1 ,17278,19106.0,962,416203.0,"392,881",08-13-2020
Delaware ,15967,202.0,593.0,1 ,6787,16397.0,609,204629.0,"210,142",08-13-2020
District Of Columbia ,13024,65.0,594.0,1 ,2069,18454.0,842,229649.0,"325,398",08-13-2020
Federal Prisons ,12497,,112.0, ,1768,,,41839.0,,08-13-2020
South Dakota ,9897,82.0,148.0,1 ,1058,11187.0,167,124770.0,"141,037",08-13-2020
Navajo Nation ,9334,,473.0, ,5730,,,81604.0,,08-13-2020
North Dakota ,8171,201.0,120.0, ,1098,10722.0,157,173019.0,"227,041",08-13-2020
West Virginia ,8151,143.0,153.0, ,1953,4548.0,85,339349.0,"189,353",08-13-2020
New Hampshire ,6887,,420.0, ,305,5065.0,309,208646.0,"153,449",08-13-2020
Montana ,5407,139.0,81.0,1 ,1389,5059.0,76,197820.0,"185,090",08-13-2020
Maine ,4089,19.0,126.0, ,384,3042.0,94,207843.0,"154,621",08-13-2020
Hawaii ,3958,,38.0, ,2255,2795.0,27,189492.0,"133,834",08-13-2020
Alaska ,3881,,27.0, ,2510,5305.0,37,292582.0,"399,951",08-13-2020
Wyoming ,3086,,29.0, ,480,5332.0,50,86425.0,"149,328",08-13-2020
Vermont ,1484,6.0,58.0, ,116,2378.0,93,105907.0,"169,726",08-13-2020
United States Virgin Islands ,682,43.0,9.0, ,197,,,11660.0,,08-13-2020
Guam ,477,28.0,5.0, ,130,,,26377.0,,08-13-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,08-13-2020
Northern Mariana Islands ,49,,2.0, ,28,,,14419.0,,08-13-2020
California ,603007,323.0,11005.0,9 ,348968,15261.0,279,9445493.0,"239,052",08-14-2020
Florida ,563285,6148.0,9141.0,224 ,500839,26226.0,426,4148396.0,"193,149",08-14-2020
Texas ,540221,,9503.0, ,154958,18631.0,328,4611777.0,"159,049",08-14-2020
New York ,453332,,32887.0, ,71441,23303.0,"1,691",6816381.0,"350,392",08-14-2020
Georgia ,228668,,4538.0, ,186184,21537.0,427,2189658.0,"206,233",08-14-2020
Illinois ,201727,,7905.0, ,47598,15919.0,624,3235807.0,"255,355",08-14-2020
New Jersey ,191868,,15969.0, ,21219,21601.0,"1,798",2403690.0,"270,619",08-14-2020
Arizona ,191721,927.0,4423.0,40 ,160562,26340.0,608,1314812.0,"180,638",08-14-2020
North Carolina ,142170,452.0,2321.0, ,22880,13555.0,221,1877402.0,"179,003",08-14-2020
Louisiana ,136737,1298.0,4430.0,27 ,28795,29413.0,953,1637012.0,"352,137",08-14-2020
Tennessee ,128511,,1313.0, ,38047,18818.0,192,1785646.0,"261,473",08-14-2020
Pennsylvania ,127361,411.0,7516.0,19 ,24591,9949.0,587,1407604.0,"109,952",08-14-2020
Massachusetts ,122423,,8790.0, ,13147,17762.0,"1,275",1610399.0,"233,645",08-14-2020
Alabama ,105557,,1890.0, ,62144,21528.0,385,798501.0,"162,854",08-14-2020
Ohio ,105459,,3762.0, ,18055,9022.0,322,1747737.0,"149,519",08-14-2020
Virginia ,104838,1216.0,2370.0,7  ,89079,12283.0,278,1429216.0,"167,443",08-14-2020
South Carolina ,103909,,2186.0, ,60886,20182.0,425,864186.0,"167,845",08-14-2020
Michigan ,99856,,6555.0, ,29665,9999.0,656,2483009.0,"248,628",08-14-2020
Maryland ,98875,715.0,3631.0,11 ,89258,16355.0,601,1557609.0,"257,640",08-14-2020
Indiana ,78632,1067.0,3113.0,8 ,18310,11680.0,462,1130112.0,"167,866",08-14-2020
Mississippi ,70930,944.0,2043.0,32 ,19051,23833.0,686,527203.0,"177,143",08-14-2020
Washington ,67287,,1738.0, ,42739,8836.0,228,1010191.0,"132,660",08-14-2020
Missouri ,64650,,1432.0, ,53221,10534.0,233,874515.0,"142,489",08-14-2020
Minnesota ,63723,730.0,1739.0,8 ,5325,11299.0,308,1219816.0,"216,294",08-14-2020
Wisconsin ,63206,,1018.0, ,8949,10856.0,175,1098401.0,"188,650",08-14-2020
Nevada ,58650,,1030.0, ,31609,19041.0,334,727283.0,"236,119",08-14-2020
Colorado ,52219,,1882.0, ,30247,9068.0,327,609824.0,"105,895",08-14-2020
Arkansas ,51766,,582.0, ,6582,17154.0,193,583480.0,"193,346",08-14-2020
Iowa ,50817,447.0,965.0,5 ,10034,16106.0,306,542859.0,"172,059",08-14-2020
Connecticut ,50782,,4450.0, ,16317,14243.0,"1,248",925327.0,"259,538",08-14-2020
US Military ,47513,1181.0,74.0,1 ,23199,,,,,08-14-2020
Oklahoma ,46897,794.0,644.0,6 ,6971,11852.0,163,751437.0,"189,902",08-14-2020
Veteran Affairs ,45721,238.0,2411.0,12 ,4191,,,494766.0,,08-14-2020
Utah ,45424,,353.0, ,9254,14169.0,110,709307.0,"221,247",08-14-2020
Kentucky ,37686,,796.0, ,27925,8435.0,178,730362.0,"163,477",08-14-2020
Kansas ,32985,,401.0, ,12109,11322.0,138,334563.0,"114,839",08-14-2020
Nebraska ,29660,,360.0, ,7837,15333.0,186,314516.0,"162,590",08-14-2020
Idaho ,26631,,251.0, ,16291,14902.0,140,216473.0,"121,133",08-14-2020
Puerto Rico ,25128,682.0,317.0,11 ,22544,7419.0,94,464073.0,"137,018",08-14-2020
New Mexico ,22987,,697.0, ,12310,10963.0,332,650491.0,"310,226",08-14-2020
Oregon ,22300,,383.0, ,17635,5287.0,91,466104.0,"110,510",08-14-2020
Rhode Island ,20335,95.0,1021.0,2 ,17371,19196.0,964,419473.0,"395,968",08-14-2020
Delaware ,16340,373.0,593.0, ,7134,16780.0,609,206475.0,"212,038",08-14-2020
District Of Columbia ,13118,94.0,594.0, ,2108,18587.0,842,236305.0,"334,829",08-14-2020
Federal Prisons ,12621,,113.0, ,1867,,,42772.0,,08-14-2020
South Dakota ,10024,127.0,150.0,2 ,1101,11331.0,170,126014.0,"142,444",08-14-2020
Navajo Nation ,9394,,478.0, ,5785,,,82541.0,,08-14-2020
North Dakota ,8322,151.0,121.0,1 ,1135,10920.0,159,176603.0,"231,744",08-14-2020
West Virginia ,8274,123.0,157.0,4 ,1973,4617.0,88,344530.0,"192,244",08-14-2020
New Hampshire ,6921,,422.0, ,309,5090.0,310,209967.0,"154,420",08-14-2020
Montana ,5541,134.0,81.0, ,1449,5184.0,76,199861.0,"187,000",08-14-2020
Hawaii ,4312,,40.0, ,2556,3045.0,28,194351.0,"137,266",08-14-2020
Maine ,4115,26.0,126.0, ,385,3061.0,94,213811.0,"159,060",08-14-2020
Alaska ,3963,,27.0, ,2592,5417.0,37,294053.0,"401,962",08-14-2020
Wyoming ,3119,,30.0, ,488,5389.0,52,86974.0,"150,277",08-14-2020
Vermont ,1501,17.0,58.0, ,122,2405.0,93,107417.0,"172,146",08-14-2020
United States Virgin Islands ,704,22.0,9.0, ,193,,,12018.0,,08-14-2020
Guam ,502,25.0,5.0, ,154,,,26822.0,,08-14-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,08-14-2020
Northern Mariana Islands ,50,1.0,2.0, ,29,,,14419.0,,08-14-2020
California ,613532,532.0,11149.0,1 ,355364 ,15528.0,282,9556598.0,"241,864",08-15-2020
Florida ,569637,6352.0,9349.0,203 ,506983 ,26522.0,435,4203047.0,"195,693",08-15-2020
Texas ,548911,,9736.0, ,155458 ,18931.0,336,4657625.0,"160,631",08-15-2020
New York ,454148,,32895.0, , 70726 ,23345.0,"1,691",6901836.0,"354,785",08-15-2020
Georgia ,231895,,4573.0, ,N/A ,21841.0,431,2219528.0,"209,046",08-15-2020
Illinois ,205851,1828.0,7937.0,5 ,51215 ,16245.0,626,3329762.0,"262,769",08-15-2020
Arizona ,192654,933.0,4492.0,69 ,161133 ,26468.0,617,1314812.0,"180,638",08-15-2020
New Jersey ,192397,,15973.0, ,21009 ,21661.0,"1,798",2429841.0,"273,563",08-15-2020
North Carolina ,143706,1536.0,2343.0,22 ,24394 ,13702.0,223,1903401.0,"181,482",08-15-2020
Louisiana ,136737,,4433.0, ,28792 ,29413.0,954,1637012.0,"352,137",08-15-2020
Tennessee ,130458,,1326.0, ,37809 ,19103.0,194,1809900.0,"265,025",08-15-2020
Pennsylvania ,128218,444.0,7543.0,8 ,24774 ,10015.0,589,1440230.0,"112,500",08-15-2020
Massachusetts ,122728,,8810.0, ,13432 ,17806.0,"1,278",1571694.0,"228,029",08-15-2020
Alabama ,107580,1271.0,1896.0,2 ,64161 ,21941.0,387,820871.0,"167,416",08-15-2020
Ohio ,106585,,3790.0, ,17891 ,9118.0,324,1773797.0,"151,748",08-15-2020
Virginia ,105750,912.0,2381.0,11 ,89675 ,12389.0,279,1446922.0,"169,518",08-15-2020
South Carolina ,104841,,2204.0, ,59907 ,20363.0,428,912936.0,"177,313",08-15-2020
Michigan ,100724,,6566.0, ,30522 ,10086.0,657,2524305.0,"252,763",08-15-2020
Maryland ,99693,818.0,3636.0,5 ,90071 ,16490.0,601,1557609.0,"257,640",08-15-2020
Indiana ,79676,1044.0,3128.0,15 ,17475 ,11835.0,465,1130112.0,"167,866",08-15-2020
Mississippi ,71755,825.0,2080.0,37 ,19839 ,24110.0,699,527203.0,"177,143",08-15-2020
Washington ,68018,,1757.0, ,42857 ,8932.0,231,1010191.0,"132,660",08-15-2020
Missouri ,66227,150.0,1443.0, ,54787 ,10791.0,235,888650.0,"144,792",08-15-2020
Minnesota ,64413,690.0,1745.0,6 ,5211 ,11421.0,309,1236918.0,"219,326",08-15-2020
Wisconsin ,64227,,1025.0, ,9021 ,11031.0,176,1108840.0,"190,443",08-15-2020
Nevada ,60608,859.0,1069.0,24 ,33528 ,19677.0,347,743871.0,"241,504",08-15-2020
Colorado ,52538,,1888.0, ,30560 ,9123.0,328,616772.0,"107,102",08-15-2020
Arkansas ,52392,,587.0, ,6359 ,17361.0,195,588660.0,"195,062",08-15-2020
Iowa ,51677,734.0,973.0,6 ,10332 ,16379.0,308,552688.0,"175,175",08-15-2020
Connecticut ,50897,,4453.0, ,16429 ,14276.0,"1,249",935680.0,"262,442",08-15-2020
Oklahoma ,47798,901.0,657.0,13 ,7234 ,12079.0,166,762899.0,"192,799",08-15-2020
US Military ,47513,,74.0, ,21952 ,,,,,08-15-2020
